"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsstartwert","Datum gestartet","Datum letzte Aktivität","Weiterleitungs-URL","Welche der folgenden Kategorien trifft auf dich zu?","Welcher Fakultät gehörst du an?","Welcher Fakultät gehörst du an? [Sonstiges]","Studierst du im Rahmen eines Austauschprogramms an der Hochschule Reutlingen?","Bist du älter als 26 Jahre?","Wie bewertest du deinen Wissensstand zum Deutschlandticket?","Wie bewertest du deinen Wissensstand zum Vollsolidarmodell an Hochschulen?","Welche Verkehrsmittel nutzt du aktuell am meisten, um zur Hochschule zu kommen?  [Rank 1]","Welche Verkehrsmittel nutzt du aktuell am meisten, um zur Hochschule zu kommen?  [Rank 2]","Welche Verkehrsmittel nutzt du aktuell am meisten, um zur Hochschule zu kommen?  [Rank 3]","Wie häufig nutzt du aktuell den Öffentlichen Nahverkehr, um zur Hochschule zu kommen?","Wie häufig nutzt du den Öffentlichen Nahverkehr ansonsten?","Wie viel gibst du aktuell pro Monat für deine Mobilität aus? [Ausgaben in Euro]","Wie weit von der Hochschule entfernt wohnst du circa? [Abstand in Kilometern]","Wie lange brauchst du in der Regel zur Hochschule? [Dauer in Minuten]","Hast du aktuell eines der folgenden Tickets?","Hast du aktuell eines der folgenden Tickets? [Sonstiges]","Wie wichtig ist dir die Klimafreundlichkeit der von dir genutzten Verkehrsmittel?","Wie stehst du zur Einführung des Deutschlandtickets im Vollsolidarmodell an der Hochschule Reutlingen?","Hältst du den genannten Betrag von 29,40€ pro Monat (180€ pro Semester) für angemessen?  Info: Aktuell zahlst du bereits circa 30€ pro Semester als Teilsolidarbeitrag in deinem Semesterbeitrag - unabhängig davon, ob du ein Ticket nutzt! ","Welchen Betrag findest du angemessen? [Betrag pro Semester in Euro]","Wie fair findest du, dass alle den Beitrag zahlen - auch, wenn sie das Ticket nicht nutzen?","Erwartest du, dass das Deutschlandticket im Vollsolidarmodell deine Nutzung des Öffentlichen Nahverkehrs verändern würde?","Welche Alternativen zum Deutschlandticket im Vollsolidarmodell würdest du vorschlagen?","Gesamtzeit","Gruppenzeit: Fragen zur Person","Fragenzeit: G01Q01","Fragenzeit: G01Q02","Fragenzeit: G01Q03","Fragenzeit: G01Q04","Gruppenzeit: Allgemeiner Wissensstand zum Deutschlandticket im Vollsolidarmodel","Fragenzeit: G02Q01","Fragenzeit: G02Q02","Gruppenzeit: Aktuelle Mobilität / Nutzung von Verkehrsmitteln","Fragenzeit: G04Q01","Fragenzeit: G04Q02","Fragenzeit: G04Q03","Fragenzeit: G04Q04","Fragenzeit: G04Q05","Fragenzeit: G04Q06","Fragenzeit: G04Q07","Gruppenzeit: Einstellung zu Klimafreundlichkeit im Verkehr","Fragenzeit: G05Q01","Gruppenzeit: Informierte Stellung zum Deutschlandticket im Vollsolidarmodell an der Hochschule Reutlingen","Fragenzeit: G03Q01","Gruppenzeit: Einstellung zu genannten Konditionen","Fragenzeit: G06Q01","Fragenzeit: G06Q02","Fragenzeit: G06Q03","Gruppenzeit: Auswirkung auf Teilnehmer","Fragenzeit: G07Q01","Gruppenzeit: Alternativen","Fragenzeit: G08Q01"
"93",,"3","de","558808468","2024-06-20 16:26:49","2024-06-20 16:28:04",,"Student:in","ESB","","Ja","Nein","Sehr Gut","Eher gut","Bus und Bahn","Auto","","Mehrmals pro Woche","Einmal pro Woche","40","50","60","Deutschlandticket","",,,"N/A",,,,,"75.87","12.58",,,,,"14.57",,,"48.72",,,,,,,,,,,,,,,,,,,
"94",,"5","de","745728202","2024-06-20 16:33:51","2024-06-20 16:35:12",,"Student:in","ESB","","Nein","Nein","Eher gut","Eher gut","Zu Fuß","Fahrrad","Auto","Einmal pro Woche","Einmal pro Woche","30","0.3","7","Naldo Semesterticket","","Eher wichtig","Eher positiv","N/A",,"Eher unfair",,,"82.03","8.58",,,,,"21.11",,,"42.49",,,,,,,,"2.97",,"3.72",,"3.16",,,,,,,
"95","2024-06-20 16:36:19","8","de","937277801","2024-06-20 16:33:53","2024-06-20 16:36:19",,"Student:in","LS","","Nein","Nein","Sehr Gut","Sehr schlecht","Auto","","","Nie","Weniger als einmal pro Woche","120","5","20","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Eher ablehnend","Ja",,"Sehr unfair","Gar nicht","Kostenlos für alle :)","148.8","11.13",,,,,"44.13",,,"36.53",,,,,,,,"9.62",,"7.92",,"9.27",,,,"16.4",,"13.8",
"96","2024-06-20 16:39:00","8","de","149768146","2024-06-20 16:35:47","2024-06-20 16:39:00",,"Student:in","LS","","Nein","Nein","Eher gut","Eher gut","Auto","Zu Fuß","Bus und Bahn","Nie","Nie","170","24","40","Ich habe kein vergleichbares Ticket","","Nicht wichtig","Eher positiv","Nein","150","Eher unfair","Etwas","","196.2","22.74",,,,,"24.1",,,"78.64",,,,,,,,"7.91",,"15.9",,"28.11",,,,"14.1",,"4.7",
"97","2024-06-20 16:59:35","8","de","271903116","2024-06-20 16:55:37","2024-06-20 16:59:35",,"Student:in","TEC","","Nein","Ja","Eher gut","Sehr schlecht","Fahrrad","Bus und Bahn","","Mehrmals pro Woche","Täglich","75","20","45","Deutschlandticket","","Sehr wichtig","Sehr positiv","Ja",,"Sehr fair",,"Keine Beschränkung der Umwandlung vom Deutschlandticket zum JugendBW Ticket. 
Ich bin über 27 und kann das nicht umwandeln und muss den vollen Preis zahlen. ","236.11","60.11",,,,,"11.96",,,"58.25",,,,,,,,"6.04",,"30.27",,"14.47",,,,,,"55.01",
"98","2024-06-20 17:10:53","8","de","1632823962","2024-06-20 17:07:02","2024-06-20 17:10:53",,"Student:in","INF","","Nein","Nein","Eher gut","Sehr schlecht","Zu Fuß","Bus und Bahn","Fahrgemeinschaft","Einmal pro Woche","Nie","5","0","5","Sonstiges","Gelegentlich DE Ticket","Sehr wichtig","Eher positiv","Ja",,"Eher unfair",,"","233.2","12.97",,,,,"15.38",,,"121.28",,,,,,,,"8.4",,"38.5",,"31.08",,,,,,"5.59",
"99","2024-06-20 17:16:22","8","de","721926552","2024-06-20 17:11:48","2024-06-20 17:16:22",,"Student:in","ESB","","Nein","Nein","Sehr Gut","Sehr schlecht","Bus und Bahn","","","Täglich","Mehrmals pro Woche","30","4","30","JugendBW-Ticket","","Eher wichtig","Sehr positiv","Ja",,"Eher unfair",,"","277.01","14.3",,,,,"8.49",,,"136.44",,,,,,,,"13.75",,"79.04",,"21.8",,,,,,"3.19",
"100",,"5","de","1054148186","2024-06-20 17:12:59","2024-06-20 17:16:19",,"Student:in","LS","","Nein","Nein","Eher gut","Eher schlecht","Zu Fuß","Auto","Bus und Bahn","Nie","Einmal pro Woche","120","1","5","JugendBW-Ticket","","Eher wichtig","Sehr positiv","N/A",,,,,"202.01","13.22",,,,,"18.66",,,"125.29",,,,,,,,"9",,"35.84",,,,,,,,,
"101","2024-06-20 17:26:23","8","de","7947375","2024-06-20 17:19:56","2024-06-20 17:26:23",,"Student:in","LS","","Nein","Ja","Sehr schlecht","Sehr schlecht","Auto","Bus und Bahn","","Einmal pro Woche","Einmal pro Woche","55","5.5","20","Naldo Semesterticket","","Nicht wichtig","Eher ablehnend","Ja",,"Eher unfair",,"","502","32.51",,,,,"28.94",,,"176.96",,,,,,,,"144.4",,"101.02",,"13.79",,,,,,"4.38",
"102","2024-06-20 17:24:34","8","de","1801294564","2024-06-20 17:21:17","2024-06-20 17:24:34",,"Student:in","ESB","","Nein","Nein","Sehr Gut","Eher schlecht","Bus und Bahn","","","Täglich","Mehrmals pro Woche","60","3","30","Deutschlandticket","","Sehr wichtig","Sehr positiv","Ja",,"Sehr fair",,"","200.04","9.68",,,,,"13.63",,,"120.77",,,,,,,,"4.99",,"27.19",,"20.51",,,,,,"3.27",
"103","2024-06-20 17:32:39","8","de","1397491679","2024-06-20 17:28:06","2024-06-20 17:32:39","https://l.instagram.com/","Student:in","INF","","Nein","Nein","Eher schlecht","Eher schlecht","Zu Fuß","","","Nie","Weniger als einmal pro Woche","100","1","8","Ich habe kein vergleichbares Ticket","","Sehr wichtig","Sehr positiv","Ja",,"Eher fair","Etwas","","277.02","11.65",,,,,"14.15",,,"160.49",,,,,,,,"9.53",,"34.57",,"35.65",,,,"7.77",,"3.21",
"104","2024-06-20 17:54:53","8","de","463625860","2024-06-20 17:50:52","2024-06-20 17:54:53",,"Student:in","ESB","","Nein","Nein","Eher gut","Sehr schlecht","Fahrrad","Bus und Bahn","Auto","Mehrmals pro Woche","Mehrmals pro Woche","80","5","10","Deutschlandticket","","Eher unwichtig","Sehr ablehnend","Nein","100","Eher fair",,"","244.49","19.13",,,,,"13.51",,,"52.12",,,,,,,,"5.55",,"116.79",,"32.72",,,,,,"4.67",
"105",,"2","de","1561504898","2024-06-20 17:51:24","2024-06-20 17:51:54",,"Student:in","INF","","Nein","Nein","Eher gut","Sehr schlecht",,,,,,,,,,,,,"N/A",,,,,"30.39","15.31",,,,,"15.08",,,,,,,,,,,,,,,,,,,,,,
"106","2024-06-20 17:56:17","8","de","820795882","2024-06-20 17:53:51","2024-06-20 17:56:17",,"Student:in","LS","","Nein","Nein","Eher gut","Sehr schlecht","Zu Fuß","","","Nie","Einmal pro Woche","30","1","10","JugendBW-Ticket","","Sehr wichtig","Sehr positiv","Ja",,"Eher unfair",,"","149.5","10.57",,,,,"13.56",,,"73.64",,,,,,,,"4.96",,"16.4",,"24.61",,,,,,"5.76",
"107","2024-06-20 17:59:01","8","de","356242221","2024-06-20 17:55:07","2024-06-20 17:59:01","https://l.instagram.com/","Student:in","ESB","","Nein","Nein","Eher schlecht","Eher schlecht","Zu Fuß","Auto","","Nie","Nie","15","1","5","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Sehr ablehnend","Ja",,"Sehr unfair","Gar nicht","Dass jeder für die Kosten selber aufkommt.","235.96","14.03",,,,,"14.2",,,"60.86",,,,,,,,"7.46",,"72.18",,"32.28",,,,"11.73",,"23.22",
"108","2024-06-20 18:05:49","8","de","310368559","2024-06-20 18:03:03","2024-06-20 18:05:49",,"Student:in","LS","","Nein","Nein","Eher schlecht","Eher schlecht","Bus und Bahn","Zu Fuß","Fahrgemeinschaft","Täglich","Mehrmals pro Woche","50","90","120","Deutschlandticket","","Sehr wichtig","Eher positiv","Nein","20","Eher unfair",,"","171.15","11.33",,,,,"14.37",,,"76.84",,,,,,,,"10.5",,"14.56",,"39.73",,,,,,"3.82",
"109","2024-06-20 18:17:48","8","de","120021466","2024-06-20 18:04:50","2024-06-20 18:17:48",,"Student:in","INF","","Nein","Nein","Eher schlecht","Eher gut","Zu Fuß","","","Nie","Weniger als einmal pro Woche","0","0.5","5","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Eher positiv","Nein","50","Sehr unfair","Gar nicht","Kein Vollsolidarmodell! Für Leute die sich das leisten wollen kann dieses Deutschlandticket als zubuchbare alternative angeboten werden!","781.21","111.9",,,,,"12.22",,,"52.04",,,,,,,,"5.79",,"107.75",,"372.38",,,,"17.31",,"101.82",
"110","2024-06-20 18:13:08","8","de","404059219","2024-06-20 18:06:45","2024-06-20 18:13:08",,"Student:in","INF","","Nein","Nein","Sehr Gut","Sehr schlecht","Auto","","","Nie","Nie","120","30","30","Ich habe kein vergleichbares Ticket","","Nicht wichtig","Sehr positiv","Ja",,"Sehr unfair","Gar nicht","","386.43","14.08",,,,,"28.43",,,"137.13",,,,,,,,"13.57",,"88.72",,"80.67",,,,"16.66",,"7.17",
"111","2024-06-20 18:10:48","8","de","1815447829","2024-06-20 18:07:31","2024-06-20 18:10:48",,"Student:in","TEX","","Nein","Nein","Eher gut","Sehr schlecht","Bus und Bahn","Zu Fuß","Auto","Mehrmals pro Woche","Mehrmals pro Woche","30","0.1","2","Deutschlandticket","","Eher wichtig","Sehr positiv","Ja",,"Sehr unfair",,"BW Ticket ","200.51","18.87",,,,,"15.53",,,"100.24",,,,,,,,"4.62",,"24.74",,"25.42",,,,,,"11.09",
"112","2024-06-20 18:12:17","8","de","226472009","2024-06-20 18:07:32","2024-06-20 18:12:17",,"Student:in","TEX","","Nein","Nein","Eher gut","Sehr schlecht","Bus und Bahn","Zu Fuß","","Täglich","Mehrmals pro Woche","160","2.2","15","JugendBW-Ticket","","Eher wichtig","Sehr positiv","Ja",,"Sehr unfair",,"","286.43","16.41",,,,,"16.73",,,"122.45",,,,,,,,"30.48",,"77.26",,"19.97",,,,,,"3.13",
"113","2024-06-20 18:18:41","8","de","1605239904","2024-06-20 18:14:43","2024-06-20 18:18:41",,"Student:in","INF","","Nein","Nein","Sehr Gut","Sehr schlecht","Auto","","","Nie","Nie","120","30","30","Ich habe kein vergleichbares Ticket","","Nicht wichtig","Sehr ablehnend","Nein","60","Sehr unfair","Gar nicht","Wer will freiwillig über 300 € Semesterbeitrag zahlen um was zu bekommen was man nicht haben will. Bzw. sich selbst kaufen könnte. Ich würde mich ehr dafür einsetzten die 30 € die jetzt schon gezahlt werden müssen zu streichen. Es sollte jedem selbst überlsssen sein was er in Anspruch nimmt. ","241.54","10.17",,,,,"26.29",,,"24.54",,,,,,,,"3.22",,"21.2",,"38.56",,,,"7.67",,"109.89",
"114","2024-06-20 18:19:29","8","de","927442138","2024-06-20 18:17:16","2024-06-20 18:19:29",,"Student:in","TEC","","Nein","Nein","Eher gut","Eher schlecht","Bus und Bahn","Zu Fuß","Auto","Täglich","Täglich","50","55","90","Deutschlandticket","","Eher wichtig","Sehr positiv","Ja",,"Eher fair",,"","135.62","14.57",,,,,"10.18",,,"71.47",,,,,,,,"6.09",,"11.2",,"15.17",,,,,,"6.94",
"115",,"1","de","874895721","2024-06-20 18:19:01","2024-06-20 18:19:15","https://l.instagram.com/","Student:in","ESB","","Nein","Nein",,,,,,,,,,,,,,,"N/A",,,,,"14.04","14.04",,,,,,,,,,,,,,,,,,,,,,,,,,,
"116","2024-06-20 18:28:52","8","de","484921285","2024-06-20 18:25:39","2024-06-20 18:28:52",,"Student:in","TEX","","Nein","Ja","Eher gut","Sehr schlecht","Bus und Bahn","Auto","Zu Fuß","Täglich","Weniger als einmal pro Woche","80","3","8","Deutschlandticket","","Eher wichtig","Sehr positiv","Ja",,"Eher unfair",,"","196.25","11.57",,,,,"16.65",,,"97.1",,,,,,,,"9.23",,"19.77",,"37.26",,,,,,"4.67",
"117","2024-06-20 18:30:52","8","de","1315710365","2024-06-20 18:26:50","2024-06-20 18:30:52","https://l.instagram.com/","Student:in","LS","","Nein","Nein","Eher schlecht","Sehr schlecht","Zu Fuß","Auto","","Weniger als einmal pro Woche","Weniger als einmal pro Woche","70","2.5","30","Ich habe kein vergleichbares Ticket","","Sehr wichtig","Sehr positiv","Ja",,"Eher unfair","Etwas","","245.76","13.68",,,,,"19.19",,,"77.88",,,,,,,,"8.13",,"65.55",,"46.61",,,,"9.99",,"4.73",
"118","2024-06-20 18:34:44","8","de","126051143","2024-06-20 18:29:32","2024-06-20 18:34:44","https://l.instagram.com/","Student:in","LS","","Nein","Nein","Eher gut","Eher schlecht","Fahrrad","Bus und Bahn","","Weniger als einmal pro Woche","Mehrmals pro Woche","30","3","10","Deutschlandticket","","Sehr wichtig","Eher positiv","Ja",,"Eher fair",,"","314.03","14",,,,,"22.06",,,"144.78",,,,,,,,"13.47",,"70.4",,"41.71",,,,,,"7.61",
"119","2024-06-20 18:37:45","8","de","2008481763","2024-06-20 18:32:17","2024-06-20 18:37:45",,"Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht","Bus und Bahn","Zu Fuß","Fahrrad","Täglich","Mehrmals pro Woche","60","3","25","Naldo Semesterticket","","Sehr wichtig","Sehr positiv","Ja",,"Sehr fair",,"","330.93","45.28",,,,,"58.3",,,"174.59",,,,,,,,"7.81",,"20.12",,"18.2",,,,,,"6.63",
"120","2024-06-20 18:45:13","8","de","1793650113","2024-06-20 18:39:46","2024-06-20 18:45:13","https://l.instagram.com/","Student:in","LS","","Nein","Nein","Eher gut","Eher gut","Zu Fuß","Bus und Bahn","","Einmal pro Woche","Mehrmals pro Woche","95","2","25","Ich habe kein vergleichbares Ticket","","Eher wichtig","Eher ablehnend","Ja",,"Eher unfair","Etwas","Mit Angabe ob man solch ein Ticket haben möchte oder nicht, statt es alle bezahlen zu lassen","328.36","15.3",,,,,"106.78",,,"73.24",,,,,,,,"9.34",,"43.09",,"26.25",,,,"10.82",,"43.54",
"121",,"4","de","1933682927","2024-06-20 18:49:03","2024-06-20 18:51:31",,"Student:in","TEX","","Nein","Nein","Eher schlecht","Sehr schlecht","Bus und Bahn","Zu Fuß","","Weniger als einmal pro Woche","Mehrmals pro Woche","35","0.3","3","Deutschlandticket","","Eher wichtig",,"N/A",,,,,"149.64","11.68",,,,,"12.33",,,"118.41",,,,,,,,"7.22",,,,,,,,,,,
"122","2024-06-20 18:58:17","8","de","883877952","2024-06-20 18:51:38","2024-06-20 18:58:17","https://l.instagram.com/","Student:in","INF","","Nein","Ja","Eher schlecht","Sehr schlecht","Auto","","","Nie","Weniger als einmal pro Woche","150","15","15","Ich habe kein vergleichbares Ticket","","Sehr wichtig","Sehr positiv","Nein","15","Eher fair","Etwas","Das Problem ist, dass die Preise nicht mit den Leistungen überein stimmen. Der Nahverkehr ist so schlecht, dass die 49 Euro zu viel sind. Wäre der Verkehr besser, würde der Preis passen. Nicht am Preis aufhängen sondern an den Leistungen. Vergleich 15 min mit dem Auto gleiche Strecke mit öpnv 45-90 min. Wegen vieler Umstiege. Da würde ich vermutlich nicht einmal für 10€ das Ticket nutzen weil im worst Case 3h verschwendet sind und ich noch mit ausfällen rechnen muss. ","402.34","14.18",,,,,"18.5",,,"56.86",,,,,,,,"7.93",,"30.27",,"40.65",,,,"7.59",,"226.36",
"123","2024-06-20 19:40:38","8","de","381132532","2024-06-20 18:59:23","2024-06-20 19:40:38",,"Student:in","ESB","","Nein","Nein","Eher gut","Sehr schlecht","Bus und Bahn","Zu Fuß","Fahrrad","Täglich","Täglich","285","25","50","Deutschlandticket","","Sehr wichtig","Sehr positiv","Ja",,"Sehr fair",,"","2478.84","123.33",,,,,"9.01",,,"2310.11",,,,,,,,"3.92",,"7.75",,"21.56",,,,,,"3.16",
"124","2024-06-20 19:08:26","8","de","1243128789","2024-06-20 19:05:28","2024-06-20 19:08:26",,"Student:in","INF","","Nein","Nein","Eher gut","Eher gut","Fahrrad","Zu Fuß","","Nie","Weniger als einmal pro Woche","35","0","3","Ich habe kein vergleichbares Ticket","","Nicht wichtig","Eher ablehnend","Nein","0","Sehr unfair","Etwas","kp","180.48","12.38",,,,,"44.77",,,"54.22",,,,,,,,"4.57",,"34.32",,"13.78",,,,"11.04",,"5.4",
"125","2024-06-20 19:09:22","8","de","914535861","2024-06-20 19:06:28","2024-06-20 19:09:22","https://l.instagram.com/","Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht","Fahrrad","","","Nie","Mehrmals pro Woche","40","3","10","JugendBW-Ticket","","Eher unwichtig","Sehr positiv","Nein","100","Sehr fair",,"","176.34","9.77",,,,,"14.26",,,"65.29",,,,,,,,"6.32",,"41.55",,"34.35",,,,,,"4.8",
"126",,"5","de","2121501132","2024-06-20 19:35:47","2024-06-20 19:37:52",,"Student:in","INF","","Nein","Nein","Eher schlecht","Sehr schlecht","Auto","Bus und Bahn","","Weniger als einmal pro Woche","Nie","0","35","50","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Sehr positiv","N/A",,,,,"127.55","13.1",,,,,"14.67",,,"61.29",,,,,,,,"9.9",,"28.59",,,,,,,,,
"127","2024-06-20 20:07:41","8","de","1988166256","2024-06-20 20:04:58","2024-06-20 20:07:41",,"Student:in","ESB","","Nein","Nein","Sehr Gut","Eher schlecht","Bus und Bahn","Zu Fuß","Auto","Nie","Täglich","15","0.2","5","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Sehr positiv","Nein","20","Sehr unfair","Etwas","","164.18","11.13",,,,,"8.75",,,"47.05",,,,,,,,"10.21",,"48.82",,"27.18",,,,"7",,"4.04",
"128",,"7","de","1521574613","2024-06-20 20:08:19","2024-06-20 20:29:53",,"Student:in","INF","","Nein","Nein","Eher schlecht","Sehr schlecht","Auto","Fahrgemeinschaft","Bus und Bahn","Nie","Weniger als einmal pro Woche","25","23","35","Ich habe kein vergleichbares Ticket","","Eher wichtig","Eher ablehnend","Ja",,"Sehr unfair","Etwas","","1107.53","19.14",,,,,"60.07",,,"125.23",,,,,,,,"10.86",,"776.92",,"101.95",,,,"8.51",,"4.85",
"129","2024-06-20 20:15:20","8","de","1834742130","2024-06-20 20:12:56","2024-06-20 20:15:20","https://www.instagram.com/","Student:in","LS","","Nein","Nein","Eher gut","Sehr schlecht","Bus und Bahn","Auto","Fahrrad","Mehrmals pro Woche","Täglich","50","10","20","JugendBW-Ticket","","Sehr wichtig","Sehr positiv","Ja",,"Sehr fair",,"","148.72","19.84",,,,,"16.26",,,"62.42",,,,,,,,"4.71",,"25.66",,"14.93",,,,,,"4.9",
"130","2024-06-20 20:42:58","8","de","1495484011","2024-06-20 20:40:02","2024-06-20 20:42:58","https://l.instagram.com/","Student:in","TEX","","Nein","Nein","Sehr Gut","Eher gut","Bus und Bahn","Zu Fuß","","Täglich","Mehrmals pro Woche","150","0.5","10","Deutschlandticket","","Eher wichtig","Sehr positiv","Ja",,"Eher fair",,"","179.96","14.85",,,,,"13.34",,,"85.14",,,,,,,,"5.77",,"29.1",,"28.78",,,,,,"2.98",
"131",,"6","de","93267514","2024-06-20 20:42:51","2024-06-20 20:45:44","android-app://com.google.android.googlequicksearchbox/","Student:in","LS","","Nein","Nein","Eher schlecht","Eher schlecht","Auto","Fahrgemeinschaft","Fahrrad","Einmal pro Woche","Einmal pro Woche","150","10","20","Ich habe kein vergleichbares Ticket","","Eher wichtig","Eher positiv","Ja",,"Eher fair",,,"176.26","45.54",,,,,"15.5",,,"75.74",,,,,,,,"6.76",,"13.37",,"19.35",,,,,,,
"132","2024-06-20 21:51:16","8","de","100596155","2024-06-20 21:34:04","2024-06-20 21:51:16",,"Student:in","INF","","Nein","Nein","Eher schlecht","Sehr schlecht","Auto","Fahrrad","","Nie","Weniger als einmal pro Woche","0","9","20","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Eher ablehnend","Nein","30","Sehr unfair","Etwas","Keine Ahnung","684.69","52.53",,,,,"61.18",,,"29.63",,,,,,,,"9.98",,"149.62",,"208.73",,,,"95.06",,"77.96",
"133","2024-06-20 22:11:56","8","de","717168696","2024-06-20 22:07:00","2024-06-20 22:11:56",,"Extern","ESB","","N/A","N/A","Sehr schlecht","Sehr schlecht","Bus und Bahn","Zu Fuß","","Täglich","Täglich","5","10","20","Sonstiges","Polygo","Eher wichtig","Sehr ablehnend","Ja",,"Sehr unfair",,"","312.27","75.48",,,,,"39.43",,,"92.37",,,,,,,,"48.96",,"25.52",,"25.23",,,,,,"5.28",
"134","2024-06-20 22:31:41","8","en","618179422","2024-06-20 22:26:31","2024-06-20 22:31:41","https://l.instagram.com/","Student:in","ESB","","Nein","Nein","Sehr Gut","Eher gut","Bus und Bahn","Zu Fuß","Auto","Nie","Mehrmals pro Woche","25","0","2","Naldo Semesterticket","","Eher unwichtig","Sehr positiv","Ja",,"Eher fair",,"","313.11","12.49",,,,,"33.3",,,"90.94",,,,,,,,"7.79",,"92.23",,"69.83",,,,,,"6.53",
"135","2024-06-20 22:31:02","8","de","473820395","2024-06-20 22:27:53","2024-06-20 22:31:02","https://l.instagram.com/","Student:in","INF","","Nein","Nein","Eher gut","Eher gut","Bus und Bahn","Zu Fuß","Fahrrad","Täglich","Täglich","35","4","15","Naldo Semesterticket","","Eher unwichtig","Eher positiv","Ja",,"Eher unfair",,"","190.98","12.35",,,,,"14.28",,,"69.32",,,,,,,,"10.23",,"54.63",,"27.03",,,,,,"3.14",
"136","2024-06-20 22:42:52","8","de","1350811505","2024-06-20 22:35:38","2024-06-20 22:42:52","https://l.instagram.com/","Student:in","TEC","","Nein","Nein","Eher gut","Eher schlecht","Auto","Bus und Bahn","Fahrrad","Mehrmals pro Woche","Mehrmals pro Woche","200","5","25","Naldo Semesterticket","","Eher wichtig","Eher positiv","Nein","100","Eher unfair",,"","436.67","15.06",,,,,"38.33",,,"163.42",,,,,,,,"9.6",,"120.45",,"84.49",,,,,,"5.32",
"137","2024-06-20 22:51:13","8","de","1988311448","2024-06-20 22:48:16","2024-06-20 22:51:13",,"Student:in","ESB","","Nein","Ja","Eher gut","Eher schlecht","Auto","","","Nie","Weniger als einmal pro Woche","15","35","40","Ich habe kein vergleichbares Ticket","","Eher wichtig","Eher positiv","Ja",,"Eher fair","Etwas","","180.56","11.92",,,,,"12.47",,,"49.38",,,,,,,,"7.13",,"39.55",,"37.55",,,,"8.86",,"13.7",
"138","2024-06-20 22:50:16","8","de","1705335352","2024-06-20 22:48:28","2024-06-20 22:50:16",,"Student:in","ESB","","Nein","Nein","Sehr Gut","Sehr schlecht","Bus und Bahn","Fahrrad","Fahrgemeinschaft","Täglich","Täglich","335","44","80","Deutschlandticket","","Sehr wichtig","Sehr positiv","Ja",,"Sehr fair",,"","111.35","9.73",,,,,"6.73",,,"29.87",,,,,,,,"4.23",,"40.37",,"17.7",,,,,,"2.72",
"139",,"2","de","159174571","2024-06-20 22:48:32","2024-06-20 22:48:53",,"Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht",,,,,,,,,,,,,"N/A",,,,,"21.88","8.61",,,,,"13.27",,,,,,,,,,,,,,,,,,,,,,
"140",,"7","de","49361623","2024-06-20 22:48:35","2024-06-20 22:56:20",,"Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht","Bus und Bahn","","","Täglich","Täglich","30","29","60","JugendBW-Ticket","","Eher wichtig","Sehr positiv","Ja",,"Eher unfair",,,"218.91","15.6",,,,,"15.53",,,"43.79",,,,,,,,"8.7",,"84.45",,"50.84",,,,,,,
"141",,"4","de","672715802","2024-06-20 22:49:05","2024-06-20 22:52:12",,"Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht","Auto","Fahrgemeinschaft","Bus und Bahn","Weniger als einmal pro Woche","Mehrmals pro Woche","350","45","60","Naldo Semesterticket","","Eher wichtig",,"N/A",,,,,"188.85","12.66",,,,,"18.57",,,"140.06",,,,,,,,"17.56",,,,,,,,,,,
"142","2024-06-20 22:56:52","8","de","1063321970","2024-06-20 22:50:38","2024-06-20 22:56:52",,"Student:in","ESB","","Nein","Nein","Sehr Gut","Sehr schlecht","Zu Fuß","Bus und Bahn","Auto","Mehrmals pro Woche","Mehrmals pro Woche","130","4","30","Deutschlandticket","","Eher wichtig","Eher positiv","Ja",,"Eher unfair",,"Einfach so das Ticket für die Hälfte de Preises für Studenten anbieten","376.19","87.57",,,,,"12.03",,,"143.27",,,,,,,,"9.8",,"64.03",,"31.37",,,,,,"28.12",
"143","2024-06-20 22:55:17","8","de","484979401","2024-06-20 22:53:14","2024-06-20 22:55:17",,"Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht","Auto","Fahrgemeinschaft","","Nie","Mehrmals pro Woche","350","45","60","JugendBW-Ticket","","Eher wichtig","Eher positiv","Ja",,"Eher fair",,".","125.79","11.32",,,,,"6.38",,,"61.76",,,,,,,,"5.23",,"15.82",,"18.86",,,,,,"6.42",
"144","2024-06-20 23:02:18","8","de","997645200","2024-06-20 22:57:55","2024-06-20 23:02:18",,"Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht","Auto","Bus und Bahn","","Weniger als einmal pro Woche","Einmal pro Woche","100","20","40","Naldo Semesterticket","","Eher unwichtig","Sehr positiv","Ja",,"Eher unfair",,"","265.96","67.82",,,,,"22.87",,,"106.57",,,,,,,,"12.02",,"25.03",,"26.71",,,,,,"4.94",
